Locality;Locality;"COD IBGE";"Life expectancy at birth (1991)";"Life expectancy at birth (2000)";"Life expectancy at birth (2010)";"Infant mortality (1991)";"Infant mortality (2000)";"Infant mortality (2010)";"MHDI (1991)";"MHDI (2000)";"MHDI (2010)";"MHDI Income (1991)";"MHDI Income (2000)";"MHDI Income (2010)";"MHDI Longevity (1991)";"MHDI Longevity (2000)";"MHDI Longevity (2010)";"MHDI Education (1991)";"MHDI Education (2000)";"MHDI Education (2010)";"Years of study expectancy (1991)";"Years of study expectancy (2000)";"Years of study expectancy (2010)";"Per capita income (1991)";"Per capita income (2000)";"Per capita income (2010)"
"Vila Maria (RS)";Municipality;432340;70.06;74.82;75.33;19.01;14.20;13.10;0.464;0.662;0.761;0.622;0.705;0.791;0.751;0.830;0.839;0.214;0.495;0.664;10.27;11.13;11.01;384.38;645.03;1101.27
"Vila Nova do Sul (RS)";Municipality;432345;65.26;70.06;74.62;30.87;22.60;13.30;0.379;0.565;0.662;0.499;0.618;0.645;0.671;0.751;0.827;0.163;0.389;0.544;9.28;10.68;11.20;178.94;374.37;442.26
"Vista Alegre (RS)";Municipality;432350;67.30;73.17;75.53;25.40;16.80;12.00;0.452;0.632;0.739;0.600;0.613;0.760;0.705;0.803;0.842;0.219;0.514;0.631;9.71;11.35;11.12;334.20;363.55;905.87
"Vista Alegre do Prata (RS)";Municipality;432360;69.90;75.53;75.83;19.36;13.10;12.40;0.437;0.689;0.780;0.654;0.690;0.809;0.748;0.842;0.847;0.171;0.564;0.692;10.80;12.29;9.50;469.66;587.60;1231.80
"Vista Gaúcha (RS)";Municipality;432370;68.20;70.95;75.33;23.22;20.80;13.10;0.461;0.619;0.757;0.523;0.622;0.774;0.720;0.766;0.839;0.260;0.499;0.669;9.06;12.00;12.10;207.22;384.30;990.13
"Vitória das Missões (RS)";Municipality;432375;67.42;71.42;73.55;25.11;19.90;14.80;0.432;0.556;0.655;0.547;0.542;0.659;0.707;0.774;0.809;0.209;0.410;0.526;9.94;10.17;11.87;240.51;233.03;482.44
"Westfalia (RS)";Municipality;432377;70.53;74.45;75.96;18.03;14.70;12.30;0.564;0.680;0.752;0.660;0.758;0.796;0.759;0.824;0.849;0.358;0.504;0.630;9.41;10.96;9.95;485.80;892.30;1136.67
"Xangri-Lá (RS)";Municipality;432380;70.68;74.13;76.11;17.72;15.20;12.10;0.502;0.642;0.735;0.658;0.678;0.740;0.761;0.819;0.852;0.252;0.477;0.630;8.92;9.78;9.24;479.67;544.38;798.62
"Abdon Batista (SC)";Municipality;420005;67.97;69.99;73.74;30.84;28.20;15.40;0.410;0.576;0.694;0.495;0.583;0.660;0.716;0.750;0.812;0.194;0.437;0.625;9.71;11.16;9.37;174.16;301.64;485.35
"Abelardo Luz (SC)";Municipality;420010;70.05;72.44;76.10;24.70;22.40;12.10;0.443;0.579;0.696;0.555;0.661;0.684;0.751;0.791;0.852;0.209;0.371;0.578;8.59;8.97;9.86;252.42;490.21;562.88
"Agrolândia (SC)";Municipality;420020;68.46;70.59;74.63;29.32;26.70;14.10;0.458;0.593;0.725;0.578;0.633;0.727;0.724;0.760;0.827;0.230;0.433;0.633;9.89;9.24;10.65;291.07;411.89;739.10
"Agronômica (SC)";Municipality;420030;70.65;73.28;78.06;23.07;20.70;9.70;0.431;0.602;0.741;0.573;0.668;0.774;0.761;0.805;0.884;0.184;0.405;0.595;6.18;10.09;8.50;282.40;511.95;985.65
"Água Doce (SC)";Municipality;420040;68.01;72.65;74.20;30.69;22.00;14.70;0.446;0.627;0.698;0.578;0.689;0.724;0.717;0.794;0.820;0.214;0.450;0.574;9.22;9.61;10.43;292.36;581.61;722.21
"Águas de Chapecó (SC)";Municipality;420050;68.10;71.90;73.66;30.41;23.60;15.50;0.453;0.582;0.713;0.513;0.672;0.712;0.718;0.782;0.811;0.253;0.375;0.629;10.05;9.13;10.51;195.01;522.53;673.13
"Águas Frias (SC)";Municipality;420055;69.38;71.15;76.61;26.59;25.30;11.40;0.430;0.600;0.745;0.552;0.663;0.728;0.740;0.769;0.860;0.195;0.423;0.661;8.78;11.35;11.91;247.69;494.34;743.13
"Águas Mornas (SC)";Municipality;420060;71.42;73.55;76.15;21.05;20.10;12.00;0.369;0.570;0.723;0.552;0.622;0.731;0.774;0.809;0.853;0.118;0.368;0.606;8.21;9.36;10.29;248.07;384.13;754.54
"Alfredo Wagner (SC)";Municipality;420070;69.60;75.37;77.90;25.97;16.70;9.80;0.389;0.548;0.668;0.579;0.671;0.702;0.743;0.840;0.882;0.137;0.292;0.481;9.23;8.12;10.04;293.86;521.78;630.54
"Alto Bela Vista (SC)";Municipality;420075;69.46;72.35;77.93;26.37;22.60;9.80;0.456;0.619;0.755;0.565;0.625;0.734;0.741;0.789;0.882;0.226;0.480;0.664;10.38;11.03;10.72;269.70;390.65;770.49
"Anchieta (SC)";Municipality;420080;69.51;71.72;73.01;26.21;24.00;16.60;0.418;0.563;0.699;0.526;0.573;0.703;0.742;0.779;0.800;0.187;0.400;0.608;9.12;9.62;11.77;211.18;283.03;636.15
"Angelina (SC)";Municipality;420090;67.58;71.72;72.82;32.07;24.00;16.90;0.433;0.552;0.687;0.546;0.599;0.699;0.710;0.779;0.797;0.209;0.360;0.581;9.54;9.24;10.95;238.92;332.77;618.55
"Anita Garibaldi (SC)";Municipality;420100;67.43;68.99;74.53;32.55;30.70;14.20;0.396;0.544;0.688;0.474;0.586;0.667;0.707;0.733;0.826;0.186;0.374;0.592;9.46;9.76;9.45;152.67;307.47;506.94
"Anitápolis (SC)";Municipality;420110;69.22;71.96;75.17;27.05;23.50;13.30;0.399;0.552;0.674;0.570;0.654;0.699;0.737;0.783;0.836;0.151;0.329;0.524;9.26;8.51;7.44;277.15;468.98;620.80
"Antônio Carlos (SC)";Municipality;420120;72.58;76.46;78.40;18.23;14.80;9.30;0.464;0.661;0.749;0.598;0.692;0.768;0.793;0.858;0.890;0.211;0.487;0.615;9.24;10.16;10.55;330.39;592.02;952.53
"Apiúna (SC)";Municipality;420125;67.71;69.84;74.61;31.66;28.50;14.10;0.410;0.578;0.708;0.588;0.657;0.735;0.712;0.747;0.827;0.165;0.393;0.584;9.17;7.89;10.23;311.12;478.41;776.69
"Arabutã (SC)";Municipality;420127;69.46;71.62;76.75;26.37;24.30;11.20;0.451;0.623;0.733;0.591;0.701;0.744;0.741;0.777;0.863;0.210;0.444;0.614;10.69;10.27;10.73;317.42;628.90;820.78
"Araquari (SC)";Municipality;420130;67.98;71.44;74.82;30.81;24.70;13.80;0.451;0.578;0.703;0.609;0.634;0.696;0.716;0.774;0.830;0.211;0.393;0.602;9.17;9.03;9.48;353.10;412.35;609.76
"Araranguá (SC)";Municipality;420140;70.34;73.47;76.17;23.91;20.30;12.00;0.548;0.666;0.760;0.621;0.687;0.745;0.756;0.808;0.853;0.351;0.533;0.691;10.55;10.33;11.04;380.77;573.87;827.20
"Armazém (SC)";Municipality;420150;71.09;73.46;77.92;21.90;20.30;9.80;0.529;0.666;0.770;0.594;0.679;0.743;0.768;0.808;0.882;0.324;0.539;0.698;10.47;10.53;10.88;322.36;545.88;814.95
"Arroio Trinta (SC)";Municipality;420160;70.82;76.07;77.38;22.61;15.40;10.50;0.517;0.670;0.764;0.580;0.662;0.781;0.764;0.851;0.873;0.311;0.535;0.653;9.41;10.26;9.56;294.77;493.08;1029.14
"Arvoredo (SC)";Municipality;420165;70.96;74.13;75.50;22.25;19.00;12.90;0.412;0.569;0.715;0.619;0.626;0.713;0.766;0.819;0.842;0.147;0.359;0.610;7.52;10.40;12.01;377.40;393.00;675.60
"Ascurra (SC)";Municipality;420170;69.97;71.62;77.08;24.92;24.30;10.80;0.533;0.603;0.742;0.625;0.676;0.739;0.750;0.777;0.868;0.323;0.417;0.636;9.95;9.61;10.12;391.43;538.50;793.09
"Atalanta (SC)";Municipality;420180;68.01;70.52;73.10;30.69;26.80;16.40;0.476;0.599;0.733;0.560;0.677;0.736;0.717;0.759;0.802;0.268;0.418;0.668;9.90;10.16;8.77;260.64;542.07;781.32
"Aurora (SC)";Municipality;420190;71.74;74.46;77.21;20.26;18.40;10.70;0.447;0.601;0.733;0.608;0.676;0.748;0.779;0.824;0.870;0.189;0.390;0.606;11.11;9.15;11.02;350.86;536.69;841.85
"Balneário Arroio do Silva (SC)";Municipality;420195;69.05;74.55;76.49;27.56;18.20;11.60;0.467;0.654;0.746;0.564;0.665;0.753;0.734;0.826;0.858;0.246;0.509;0.642;8.10;10.50;10.10;268.08;501.54;866.42
"Balneário Barra do Sul (SC)";Municipality;420205;68.50;74.23;75.64;29.19;18.80;12.70;0.498;0.639;0.716;0.567;0.660;0.713;0.725;0.821;0.844;0.301;0.481;0.611;9.73;9.95;9.81;272.92;484.72;676.33
"Balneário Camboriú (SC)";Municipality;420200;70.05;74.76;78.62;24.70;15.47;8.70;0.630;0.777;0.845;0.738;0.848;0.854;0.751;0.829;0.894;0.452;0.668;0.789;10.51;10.78;10.47;791.69;1563.49;1625.59
"Balneário Gaivota (SC)";Municipality;420207;69.88;72.54;75.62;25.18;22.20;12.70;0.468;0.625;0.728;0.569;0.641;0.734;0.748;0.792;0.844;0.241;0.480;0.622;9.59;10.11;10.26;275.64;431.14;768.73
"Balneário Piçarras (SC)";Municipality;421280;69;73.09;77.15;27.70;21.10;10.70;0.500;0.642;0.756;0.610;0.702;0.745;0.733;0.802;0.869;0.280;0.470;0.668;9.48;9.72;9.20;355.61;633.21;826.13
"Bandeirante (SC)";Municipality;420208;67.43;69.37;72.68;32.55;29.70;17.10;0.346;0.548;0.672;0.440;0.613;0.675;0.707;0.740;0.795;0.133;0.362;0.565;10.25;9.53;9.14;123.87;363.22;534.25
"Barra Bonita (SC)";Municipality;420209;68.24;69.37;74.79;30;29.70;13.90;0.358;0.543;0.701;0.466;0.576;0.692;0.721;0.740;0.830;0.137;0.376;0.599;8.89;9.42;11.28;145.60;288.54;594.28
"Barra Velha (SC)";Municipality;420210;69.18;73.79;76.42;27.17;19.70;11.70;0.530;0.627;0.738;0.610;0.683;0.735;0.736;0.813;0.857;0.332;0.444;0.639;10.05;9.76;9.99;355.70;559.51;773.05
"Bela Vista do Toldo (SC)";Municipality;420213;64.19;68.99;74.58;44.08;30.70;14.20;0.316;0.491;0.675;0.479;0.541;0.624;0.653;0.733;0.826;0.101;0.299;0.598;8.90;8.84;11.14;157.62;231.98;389.28
"Belmonte (SC)";Municipality;420215;68.97;70.68;74.17;27.78;26.40;14.80;0.414;0.559;0.705;0.485;0.582;0.699;0.733;0.761;0.820;0.199;0.395;0.611;8.76;11.57;11.28;163.68;299.75;620.67
"Benedito Novo (SC)";Municipality;420220;70.17;73.70;77.08;24.36;19.80;10.80;0.517;0.617;0.740;0.608;0.659;0.723;0.753;0.812;0.868;0.302;0.439;0.645;10.03;8.76;9.44;352.49;482.89;717.89
"Biguaçu (SC)";Municipality;420230;69.38;72.64;75.17;26.59;22.00;13.30;0.538;0.636;0.739;0.627;0.697;0.733;0.740;0.794;0.836;0.335;0.464;0.659;9.79;9.60;10.07;396.17;610.99;764.37
"Blumenau (SC)";Municipality;420240;71.31;74.54;78.64;21.34;21.33;8.55;0.611;0.727;0.806;0.726;0.761;0.812;0.772;0.826;0.894;0.407;0.611;0.722;10.42;10.81;9.97;733.23;910.29;1253.17
"Bocaina do Sul (SC)";Municipality;420243;67.43;68.95;71.05;32.55;30.80;19.90;0.388;0.505;0.647;0.481;0.563;0.642;0.707;0.733;0.768;0.172;0.312;0.549;10.60;7.15;8.37;159.29;266.32;434.87
"Bombinhas (SC)";Municipality;420245;69.18;72.89;76.86;27.17;21.50;11.10;0.515;0.661;0.781;0.596;0.698;0.753;0.736;0.798;0.864;0.312;0.519;0.732;10.47;10.13;10.44;326.53;616.95;865.15
"Bom Jardim da Serra (SC)";Municipality;420250;67.98;73.86;75.12;30.81;19.50;13.40;0.395;0.553;0.696;0.565;0.642;0.710;0.716;0.814;0.835;0.152;0.324;0.568;9.03;7.26;9.59;268.64;433.71;665.60
"Bom Jesus (SC)";Municipality;420253;67.31;70.70;74.59;32.96;26.40;14.20;0.380;0.549;0.718;0.565;0.590;0.740;0.705;0.762;0.827;0.138;0.368;0.606;7.19;9.50;8.00;269.41;314.91;798.97
"Bom Jesus do Oeste (SC)";Municipality;420257;68.46;74.11;74.82;29.32;19.00;13.80;0.405;0.569;0.712;0.489;0.571;0.725;0.724;0.819;0.830;0.187;0.394;0.601;9.88;11.26;10.33;167.86;278.83;728.09
"Bom Retiro (SC)";Municipality;420260;67.38;71.61;77.13;32.72;24.30;10.80;0.450;0.560;0.699;0.560;0.633;0.704;0.706;0.777;0.869;0.231;0.357;0.559;10.26;8.38;9.05;260.18;410.52;638.85
"Botuverá (SC)";Municipality;420270;70.17;74.08;75.87;24.36;19.10;12.40;0.460;0.598;0.724;0.626;0.684;0.741;0.753;0.818;0.848;0.207;0.383;0.604;8.49;9.85;10.53;393.56;564.51;805.77
"Braço do Norte (SC)";Municipality;420280;71.89;73.97;77.83;19.88;19.30;9.90;0.559;0.687;0.778;0.603;0.751;0.746;0.782;0.816;0.881;0.370;0.528;0.716;10.83;10.12;10.74;340.57;855.53;831.77
"Braço do Trombudo (SC)";Municipality;420285;70.69;74.62;77.99;22.96;18.00;9.70;0.474;0.625;0.780;0.556;0.652;0.766;0.762;0.827;0.883;0.251;0.452;0.702;9.71;11.03;10.49;254.53;461.35;941.12
"Brunópolis (SC)";Municipality;420287;68.46;71.65;74.12;29.32;24.20;14.80;0.379;0.481;0.661;0.470;0.574;0.646;0.724;0.778;0.819;0.160;0.249;0.545;9.59;8.07;10.21;148.69;284.54;446.48
"Brusque (SC)";Municipality;420290;70.46;76.21;78.64;23.57;13.31;8.55;0.591;0.720;0.795;0.693;0.744;0.794;0.758;0.854;0.894;0.393;0.588;0.707;10.75;10.25;10.18;596.58;817.76;1116.93
"Caçador (SC)";Municipality;420300;68.65;73.34;77.65;28.74;20.60;10.20;0.514;0.601;0.735;0.622;0.678;0.728;0.728;0.806;0.878;0.300;0.398;0.620;9.22;8.89;9.83;383.13;542.59;744.28
"Caibi (SC)";Municipality;420310;70.90;73.85;74.82;22.39;19.50;13.80;0.491;0.631;0.728;0.608;0.685;0.737;0.765;0.814;0.830;0.255;0.450;0.631;9.39;10.40;9.46;351.91;567.75;783.57
"Calmon (SC)";Municipality;420315;65.98;66.97;71.75;37.45;36.40;18.60;0.321;0.427;0.622;0.515;0.514;0.618;0.683;0.700;0.779;0.094;0.217;0.500;6.90;7.55;9.72;197.62;196.51;373.86
"Camboriú (SC)";Municipality;420320;67.22;71.98;76.98;33.25;23.50;11.00;0.466;0.592;0.726;0.623;0.656;0.736;0.704;0.783;0.866;0.230;0.404;0.600;9.94;8.68;9.15;385.15;474.88;781.76
"Campo Alegre (SC)";Municipality;420330;68.07;71.72;75.69;30.53;24.00;12.60;0.447;0.582;0.714;0.554;0.642;0.677;0.718;0.779;0.845;0.224;0.394;0.636;9.43;9.80;9.35;251.78;435.48;539.90
"Campo Belo do Sul (SC)";Municipality;420340;65.51;68.95;71.05;39.13;30.80;19.90;0.344;0.488;0.641;0.472;0.580;0.648;0.675;0.733;0.768;0.128;0.273;0.528;6.75;7.05;8.95;150.81;294.73;450.29
"Campo Erê (SC)";Municipality;420350;66.12;70.49;72.21;36.98;26.90;17.90;0.384;0.560;0.690;0.512;0.600;0.702;0.685;0.758;0.787;0.162;0.387;0.595;9.09;9.23;11.37;193.18;334.69;631.08
"Campos Novos (SC)";Municipality;420360;70.03;73.56;76.64;24.75;20.10;11.40;0.483;0.617;0.742;0.597;0.666;0.721;0.751;0.809;0.861;0.252;0.435;0.658;9.30;9.17;10.03;328.88;504.63;708.77
"Canelinha (SC)";Municipality;420370;67.57;71.16;76.89;32.12;25.30;11.10;0.493;0.618;0.697;0.599;0.666;0.723;0.710;0.769;0.865;0.282;0.460;0.542;10.38;9.84;8.30;332.39;505.59;721.27
"Canoinhas (SC)";Municipality;420380;67.38;71.88;77.42;32.72;23.70;10.40;0.506;0.640;0.757;0.576;0.665;0.717;0.706;0.781;0.874;0.319;0.504;0.692;10.19;10.06;10.65;289.10;500.86;692.87
"Capão Alto (SC)";Municipality;420325;64.18;67.32;72.74;44.12;35.40;17.00;0.321;0.506;0.654;0.453;0.606;0.680;0.653;0.705;0.796;0.112;0.304;0.516;7.33;8.21;9.37;133.74;347.71;550.84
"Capinzal (SC)";Municipality;420390;70.82;74.70;77.11;22.61;17.90;10.80;0.504;0.628;0.752;0.598;0.673;0.742;0.764;0.828;0.869;0.281;0.444;0.659;9.45;9.65;9.27;331.32;528.25;811.66
"Capivari de Baixo (SC)";Municipality;420395;70.96;73.99;77.19;22.26;19.30;10.70;0.554;0.672;0.767;0.585;0.651;0.724;0.766;0.817;0.870;0.379;0.570;0.716;9.78;10.73;9.32;305.37;459.74;723.04
"Catanduvas (SC)";Municipality;420400;68.36;70.20;73.38;29.63;27.60;16.00;0.496;0.622;0.714;0.610;0.681;0.723;0.723;0.753;0.806;0.276;0.470;0.625;10.60;9.22;9.49;357.17;552.30;717.59
"Caxambu do Sul (SC)";Municipality;420410;67.38;72.29;77.21;32.72;22.80;10.70;0.437;0.623;0.691;0.508;0.718;0.725;0.706;0.788;0.870;0.233;0.427;0.523;9.76;10.53;8.50;189.21;698.49;730.36
"Celso Ramos (SC)";Municipality;420415;67.43;70.01;74.53;32.55;28.10;14.20;0.451;0.562;0.719;0.510;0.557;0.651;0.707;0.750;0.826;0.255;0.424;0.692;9.59;9.24;9.79;191.75;256.18;458.62
"Cerro Negro (SC)";Municipality;420417;66.37;68.89;74.75;36.08;31.00;13.90;0.325;0.475;0.621;0.461;0.528;0.634;0.690;0.732;0.829;0.108;0.278;0.455;6.88;6.17;7.86;140.66;213.16;414.60
"Chapadão do Lageado (SC)";Municipality;420419;68.46;70.59;74.95;29.32;26.70;13.60;0.404;0.490;0.704;0.598;0.587;0.680;0.724;0.760;0.833;0.152;0.263;0.616;9.74;9.30;9.92;331.21;308.15;549.08
"Chapecó (SC)";Municipality;420420;70.46;73.40;77.25;23.57;20.40;10.60;0.529;0.682;0.790;0.643;0.713;0.779;0.758;0.807;0.871;0.303;0.551;0.727;9.61;10.53;10.75;437.01;674.35;1017.34
"Cocal do Sul (SC)";Municipality;420425;72.06;74.32;76.52;19.47;18.60;11.50;0.569;0.695;0.780;0.642;0.682;0.747;0.784;0.822;0.859;0.366;0.600;0.740;10.74;10.80;10.25;434.98;556.50;833.24
"Concórdia (SC)";Municipality;420430;72.26;75.23;77.33;18.98;16.90;10.50;0.563;0.710;0.800;0.658;0.729;0.777;0.788;0.837;0.872;0.345;0.587;0.756;10.48;11.63;10.46;478.84;746.42;1009.49
"Cordilheira Alta (SC)";Municipality;420435;69.31;70.96;76.32;26.78;25.80;11.80;0.455;0.651;0.747;0.558;0.696;0.735;0.739;0.766;0.855;0.229;0.518;0.662;10.04;10.79;10.51;258.29;606.98;773.44
"Coronel Freitas (SC)";Municipality;420440;69.38;71.34;76.59;26.59;24.90;11.40;0.449;0.606;0.744;0.563;0.657;0.732;0.740;0.772;0.860;0.217;0.439;0.653;9.95;10.22;11.73;266.53;477.32;759.01
"Coronel Martins (SC)";Municipality;420445;66.64;71.53;73.93;35.16;24.50;15.10;0.385;0.588;0.696;0.485;0.602;0.678;0.694;0.776;0.816;0.169;0.435;0.609;7.41;9.57;11.93;163.81;339.78;543.22
"Correia Pinto (SC)";Municipality;420455;67.43;70.16;73.21;32.55;27.70;16.20;0.475;0.587;0.702;0.581;0.632;0.701;0.707;0.753;0.804;0.261;0.425;0.614;9.82;9.42;9.84;296.86;408.03;628.18
"Corupá (SC)";Municipality;420450;70.42;74.71;77.39;23.67;17.90;10.50;0.535;0.652;0.780;0.662;0.685;0.768;0.757;0.829;0.873;0.305;0.489;0.707;10.58;10.11;10.29;492.92;568.77;951.63
"Criciúma (SC)";Municipality;420460;69.26;72.97;75.76;26.93;21.30;12.29;0.584;0.703;0.788;0.678;0.741;0.786;0.738;0.800;0.846;0.398;0.586;0.737;10.58;10.41;10.49;542.21;802.98;1062.53
"Cunha Porã (SC)";Municipality;420470;68.24;71.90;73.24;30;23.60;16.20;0.489;0.635;0.742;0.571;0.683;0.744;0.721;0.782;0.804;0.284;0.480;0.682;9.95;10.19;11.27;280;559.67;821.86
"Cunhataí (SC)";Municipality;420475;73.61;77.24;78.17;15.88;13.50;9.50;0.456;0.651;0.754;0.528;0.684;0.777;0.810;0.871;0.886;0.221;0.464;0.623;9.82;12.28;11.40;213.94;563.16;1009.05
"Curitibanos (SC)";Municipality;420480;67.22;72.51;75.78;33.25;22.30;12.50;0.514;0.621;0.721;0.596;0.664;0.716;0.704;0.792;0.846;0.323;0.455;0.620;9.58;9.37;10.61;325.51;497.76;687.47
"Descanso (SC)";Municipality;420490;69.26;71.01;76.22;26.93;25.70;11.90;0.492;0.609;0.743;0.562;0.638;0.741;0.738;0.767;0.854;0.288;0.462;0.647;9.74;10.93;10.79;264.41;425.19;804.31
"Dionísio Cerqueira (SC)";Municipality;420500;68.97;71.00;74.17;27.78;25.70;14.80;0.436;0.590;0.706;0.550;0.623;0.703;0.733;0.767;0.820;0.205;0.430;0.610;9.22;9.66;10.77;244.51;386.91;636.41
"Dona Emma (SC)";Municipality;420510;69.22;73.90;76.71;27.05;19.40;11.30;0.407;0.639;0.742;0.537;0.682;0.762;0.737;0.815;0.862;0.170;0.469;0.622;9.75;10.33;10.66;225.46;558.02;918.49
"Doutor Pedrinho (SC)";Municipality;420515;68.01;69.84;75.55;30.69;28.50;12.80;0.507;0.608;0.716;0.613;0.675;0.714;0.717;0.747;0.843;0.296;0.445;0.609;10.44;9.67;8.96;362.16;534.11;679.44
"Entre Rios (SC)";Municipality;420517;66.92;67.78;73.46;34.23;34.00;15.80;0.367;0.487;0.657;0.476;0.490;0.638;0.699;0.713;0.808;0.149;0.331;0.550;8.08;9.67;10.51;154.94;168.71;423.63
"Ermo (SC)";Municipality;420519;67.22;71.22;73.50;33.25;25.20;15.80;0.454;0.599;0.726;0.634;0.626;0.708;0.704;0.770;0.808;0.210;0.446;0.670;8.38;10.10;10.88;414.05;393.60;655.45
"Erval Velho (SC)";Municipality;420520;69.26;71.31;77.07;26.93;25.00;10.80;0.495;0.634;0.723;0.577;0.656;0.736;0.738;0.772;0.868;0.285;0.504;0.592;10.73;11.16;11.31;289.26;474.15;780.33
"Faxinal dos Guedes (SC)";Municipality;420530;69.63;71.39;76.78;25.87;24.80;11.20;0.477;0.656;0.758;0.590;0.704;0.746;0.744;0.773;0.863;0.247;0.518;0.676;10.24;10.69;10.42;314.54;637.30;828.49
"Flor do Sertão (SC)";Municipality;420535;64.18;69.07;72.52;44.12;30.50;17.30;0.337;0.588;0.708;0.451;0.647;0.736;0.653;0.735;0.792;0.130;0.428;0.608;5.70;11.07;10.66;132.81;447.80;778.06
"Florianópolis (SC)";Municipality;420540;71.25;74.35;77.35;21.50;18.26;10.81;0.681;0.766;0.847;0.763;0.828;0.870;0.771;0.823;0.873;0.538;0.660;0.800;10.43;10.50;10.79;921.95;1383.78;1798.12
"Formosa do Sul (SC)";Municipality;420543;68.97;71.34;75.71;27.78;24.90;12.60;0.418;0.600;0.715;0.476;0.678;0.728;0.733;0.772;0.845;0.210;0.412;0.593;8.87;10.55;10.12;154.98;544.29;744.50
"Forquilhinha (SC)";Municipality;420545;69.68;72.77;76.64;25.72;21.70;11.40;0.468;0.641;0.753;0.622;0.696;0.754;0.745;0.796;0.861;0.221;0.476;0.657;10.25;10.08;10.13;383.95;606.61;870.85
"Fraiburgo (SC)";Municipality;420550;67.42;71.47;76.58;32.58;24.60;11.50;0.526;0.628;0.731;0.622;0.667;0.712;0.707;0.775;0.860;0.330;0.479;0.637;10.26;9.84;10.15;383.19;506.48;673.84
"Frei Rogério (SC)";Municipality;420555;64.92;68.38;73.74;41.31;32.40;15.40;0.467;0.533;0.682;0.585;0.594;0.664;0.665;0.723;0.812;0.261;0.352;0.588;8.43;9.32;11.06;305.77;321.91;498.33
"Galvão (SC)";Municipality;420560;69.31;72.49;73.91;26.78;22.30;15.20;0.423;0.626;0.708;0.549;0.666;0.704;0.739;0.792;0.815;0.187;0.465;0.618;9.57;10.22;10.71;243.07;504.52;638.12
"Garopaba (SC)";Municipality;420570;72.06;74.24;77.07;19.47;18.80;10.80;0.450;0.635;0.753;0.534;0.654;0.737;0.784;0.821;0.868;0.217;0.476;0.668;8.53;10.24;10.89;222.32;468.80;784.88
"Garuva (SC)";Municipality;420580;68.10;73.06;74.82;30.41;21.20;13.80;0.446;0.555;0.725;0.626;0.652;0.717;0.718;0.801;0.830;0.197;0.327;0.640;8.69;8.25;10.05;393.11;462.17;691.98
"Gaspar (SC)";Municipality;420590;69.82;73.79;78.34;25.34;19.60;9.30;0.556;0.670;0.765;0.677;0.722;0.770;0.747;0.813;0.889;0.340;0.513;0.655;9.89;10.14;9.47;540.19;716.33;964.36
"Governador Celso Ramos (SC)";Municipality;420600;71.74;74.40;77.21;20.26;18.50;10.70;0.539;0.635;0.747;0.598;0.654;0.737;0.779;0.823;0.870;0.336;0.475;0.651;10.66;9.82;10.68;331.08;467.84;784.50
"Grão Pará (SC)";Municipality;420610;71.09;73.47;75.76;21.90;20.30;12.50;0.495;0.634;0.736;0.656;0.735;0.749;0.768;0.808;0.846;0.241;0.430;0.630;10.26;10.20;11.01;474.42;774.55;845.01
"Gravatal (SC)";Municipality;420620;71.74;73.69;77.64;20.26;19.80;10.20;0.552;0.629;0.757;0.593;0.654;0.726;0.779;0.812;0.877;0.365;0.469;0.681;10.72;10.43;10.98;321.27;469.00;730.80
"Guabiruba (SC)";Municipality;420630;73.61;75.91;77.53;15.88;15.70;10.30;0.525;0.677;0.754;0.638;0.709;0.750;0.810;0.849;0.876;0.280;0.515;0.653;9.81;10.95;9.67;422.72;657.92;851.75
"Guaraciaba (SC)";Municipality;420640;70.98;72.93;77.28;22.19;21.40;10.60;0.451;0.622;0.751;0.525;0.633;0.754;0.766;0.799;0.871;0.228;0.475;0.646;9.89;10.13;10.56;209.45;412.22;873.67
"Guaramirim (SC)";Municipality;420650;72.21;74.32;78.08;19.11;18.60;9.60;0.559;0.685;0.751;0.652;0.687;0.748;0.787;0.822;0.885;0.341;0.569;0.641;9.52;10.40;9.52;462.56;575.90;842.24
"Guarujá do Sul (SC)";Municipality;420660;70.81;74.28;75.00;22.64;18.70;13.60;0.500;0.650;0.730;0.590;0.706;0.732;0.764;0.821;0.833;0.278;0.474;0.639;9.56;10.25;10.53;315;649.05;759.66
"Guatambú (SC)";Municipality;420665;67.42;72.29;74.37;32.58;22.80;14.50;0.389;0.576;0.717;0.520;0.568;0.716;0.707;0.788;0.823;0.160;0.426;0.626;9.77;10.26;10.05;204.05;274.53;687.32
"Herval D'Oeste (SC)";Municipality;420670;69;74.72;76.51;27.70;17.80;11.60;0.527;0.654;0.758;0.613;0.664;0.740;0.733;0.829;0.859;0.325;0.508;0.684;9.44;10.54;10.09;363.35;498.38;799.29
"Ibiam (SC)";Municipality;420675;69.38;73.33;74.20;26.59;20.60;14.70;0.379;0.587;0.725;0.502;0.667;0.737;0.740;0.806;0.820;0.146;0.376;0.631;7.49;9.76;10.25;181.41;507.70;786.22
"Ibicaré (SC)";Municipality;420680;70.82;73.30;74.53;22.61;20.60;14.20;0.499;0.618;0.708;0.582;0.668;0.734;0.764;0.805;0.826;0.279;0.438;0.586;11.14;10.70;10.38;298.91;511.95;768.67
"Ibirama (SC)";Municipality;420690;70.65;73.45;75.87;23.07;20.30;12.40;0.513;0.655;0.737;0.613;0.695;0.749;0.761;0.808;0.848;0.290;0.500;0.630;10.86;10.10;10.04;362.14;604.50;844.25
